Identification,UniqueID,Status,DateCaught,SeasonDay,Location,AbdomenWidth,AbdomenLength,PronotumLength,ElytralLength,Mass
SAT205,B680,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2238,5.7974,2.54,9.3913,0.0362
AAS191,B681,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.7457,5.1084,2.2057,8.5228,0.0247
SAT203,B682,0,Jul-14,32,"USA: Union Co, St. Mary's Park",3.2743,6.3344,2.5715,9.9044,0.0373
AAS198,B683,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8803,5.758,2.2254,8.8582,0.0294
SAT207,B684,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.4002,6.8424,2.7039,10.424,0.0455
AAS196,B685,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.0085,6.3598,2.2399,9.7315,0.0395
RAW183,B686,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.267,6.1857,2.41,9.5186,0.0405
RAW210,B687,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.8314,5.7501,2.2211,9.5433,0.0257
SAT214,B688,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3117,7.1037,2.6629,10.9441,0.0548
RAW191,B689,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.7624,7.3751,3.0542,11.4604,0.0721
SAT204,B690,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.7909,6.3611,2.2802,9.1042,0.0304
RAW199,B691,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.3152,6.1445,2.4833,9.7218,0.0441
AAS193,B692,1,Jul-14,32,"USA: Union Co, St. Mary's Park",3.017,6.2009,2.5701,9.3913,0.038
AAS189,B693,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.5269,6.017,2.1349,8.3801,0.0217
SAT222,B694,1,Jul-14,32,"USA: Union Co, St. Mary's Park",2.6313,6.0516,2.3091,9.2644,0.0246
RAW181,B725,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8082,6.625,2.1642,9.4926,0.0291
RAW218,B726,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.261,6.2668,2.6387,10.7599,0.0556
RAW207,B727,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0509,5.8958,2.3383,9.4067,0.0275
SAT258,B728,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8927,5.9234,2.4739,9.6752,0.0304
RAW192,B729,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8877,5.9475,1.8488,7.5949,0.0232
SAT280,B730,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8927,5.9234,2.7104,9.9456,0.0447
RAW191,B731,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8877,5.9475,2.1661,8.1231,0.0196
RAW216,B732,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.9546,6.3494,2.5473,10.0952,0.0368
SAT244,B733,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5566,5.7792,2.708,10.759,0.0446
SAT232,B734,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.6676,5.6579,2.1827,7.9312,0.0192
RAW198,B735,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1532,6.3044,2.4254,8.8159,0.0357
SAT240,B737,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.9916,6.7726,2.3261,8.8589,0.0301
SAT275,B736,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4064,7.256,2.6281,10.1869,0.039
SAT269,B738,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.6676,4.9723,2.0307,8.7295,0.0246
RAW209,B739,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1929,6.3076,2.3208,9.466,0.0381
SAT233,B740,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.7067,8.7599,2.7007,11.1133,0.0438
RAW217,B741,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.7152,6.0534,2.1916,8.9673,0.0316
RAW195,B742,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.7725,6.3151,2.2551,8.8966,0.0264
RAW205,B743,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.9652,7.2013,2.2194,9.5893,0.0293
SAT281,B744,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.6128,6.9267,2.6701,10.2355,0.0421
RAW224,B745,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.135,6.5708,2.3858,9.8098,0.0384
SAT234,B746,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5223,7.7432,2.7797,11.3027,0.0499
RAW208,B747,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4738,7.7171,2.5843,10.1794,0.0366
RAW215,B748,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.7369,4.7972,2.1558,8.3134,0.0278
SAT261,B749,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8927,5.9234,2.308,9.2165,0.0347
SAT278,B750,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8877,5.9475,2.3421,9.0237,0.0335
RAW233,B751,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.6647,6.0326,2.1621,8.1844,0.0229
SAT249,B752,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4435,6.8501,2.5125,10.4218,0.0463
SAT328,B753,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5161,7.8819,2.5503,10.1687,0.0553
RAW221,B754,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0913,6.7709,2.4736,9.5039,0.0372
RAW235,B755,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2087,6.759,2.6998,10.1643,0.0453
SAT265,B756,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2684,6.9699,2.2501,9.9677,0.0374
SAT252,B757,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2686,7.0891,2.6457,10.0038,0.0375
RAW227,B758,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.3286,5.6754,1.8071,7.4601,0.0176
RAW197,B759,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1119,6.3429,2.3502,9.4941,0.0369
SAT256,B760,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8003,6.8316,2.1395,8.664,0.0272
SAT235,B761,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2693,6.656,2.6002,9.8071,0.0373
SAT257,B762,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0344,6.859,2.0571,9.1049,0.0292
RAW226,B763,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.229,7.641,2.6849,10.7135,0.0442
RAW212,B764,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2328,7.002,2.4529,9.5709,0.0368
RAW184,B765,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3099,5.6311,2.5313,10.3977,0.0407
RAW204,B766,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.7174,5.5558,2.1399,8.7451,0.0257
RAW213,B767,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2328,7.002,2.3709,10.0858,0.0409
SAT260,B768,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.9927,6.4581,2.4465,9.3882,0.0361
RAW211,B769,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3585,6.7597,2.5623,10.7294,0.0508
SAT239,B770,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0738,7.2764,2.3656,10.638,0.0392
SAT245,B771,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1512,5.9494,2.4811,9.4626,0.0386
RAW240,B772,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2312,6.4264,2.6527,9.87,0.0429
RAW199,B773,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1542,6.34,2.5705,9.405,0.0447
RAW214,B774,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8352,6.5369,2.3633,9.7293,0.0333
SAT264,B775,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2439,7.274,2.9241,10.7974,0.0551
RAW190,B776,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.5662,5.1685,2.1687,7.9343,0.0186
RAW186,B777,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.7107,6.0732,1.8962,7.987,0.0245
RAW182,B778,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3902,7.4449,2.5599,10.712,0.0423
SAT255,B779,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4764,9.2567,2.5473,10.8434,0.0382
SAT251,B780,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.178,6.8172,2.5575,9.6204,0.0354
RAW193,B781,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0844,7.5559,2.4652,8.9739,0.0343
RAW219,B782,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5168,5.7881,2.4412,9.8167,0.0443
SAT236,B783,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.6372,8.9847,2.6749,10.9686,0.0426
SAT270,B784,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1949,7.1219,2.4919,10.0305,0.0347
RAW194,B785,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1525,6.9107,2.5893,10.3103,0.0346
RAW238,B786,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.112,5.9811,2.2689,8.1734,0.0283
RAW236,B787,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.5915,5.7348,2.0626,7.8101,0.0193
RAW222,B788,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.7954,7.926,2.8807,10.8186,0.0527
SAT231,B789,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3505,6.7974,2.2946,10.4546,0.0376
SAT263,B790,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8781,6.0202,2.321,9.1981,0.0332
RAW225,B791,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.7821,7.1122,2.1943,8.6607,0.0249
SAT237,B792,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4714,6.0973,2.1515,8.3774,0.0223
SAT267,B793,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1033,6.9005,2.3721,10.3987,0.0318
SAT248,B794,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2669,6.2993,2.4114,10.2378,0.0403
RAW210,B795,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5692,7.8202,2.5345,10.0714,0.0367
RAW185,B796,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.6519,6.8342,2.7107,10.6949,0.0397
SAT259,B797,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.6875,7.5174,2.5299,10.5874,0.0582
RAW201,B798,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4457,7.4615,2.6633,10.6383,0.0368
SAT268,B799,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2492,7.0192,2.2364,9.9328,0.042
RAW188,B800,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1375,6.886,2.528,10.0684,0.0331
SAT253,B801,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3368,7.1672,2.463,9.7848,0.0328
RAW220,B802,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1345,7.2218,2.2851,9.3072,0.0301
SAT246,B803,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0722,7.2873,2.2648,9.6078,0.0281
SAT262,B804,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3353,8.1204,2.5022,10.7718,0.0363
SAT272,B805,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.8484,5.79,2.1437,8.7779,0.0269
RAW196,B806,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.5817,5.79,2.1529,8.0732,0.0184
SAT243,B807,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5649,5.703,2.4365,9.9263,0.0375
SAT277,B808,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4714,6.4547,2.4295,10.028,0.0467
RAW223,B809,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2047,6.8239,2.7181,10.5983,0.0479
RAW232,B810,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1167,6.8673,2.4736,10.3054,0.0322
RAW202,B811,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.7821,7.1122,2.8487,11.3328,0.0499
RAW206,B812,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4714,6.0973,2.7511,10.5127,0.0431
SAT250,B813,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.5604,6.6313,2.4136,9.8802,0.0361
RAW229,B814,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1309,6.6877,2.6273,10.3716,0.0347
SAT230,B815,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3929,6.129,2.4927,9.666,0.0355
RAW228,B816,0,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.8277,6.724,2.6837,10.2809,0.0402
RAW200,B817,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.0277,6.3742,2.316,9.5346,0.0326
RAW230,B818,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.6691,5.5075,2.0511,8.1699,0.0212
SAT241,B819,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1918,5.8345,2.4034,9.6516,0.033
RAW234,B820,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.4442,6.8578,2.4034,9.9345,0.0479
SAT242,B821,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.1119,6.7732,2.6064,10.0028,0.0435
RAW231,B822,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.3474,5.5529,2.3323,9.4515,0.0373
RAW203,B823,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.6002,5.3984,2.3246,8.3298,0.0271
RAW187,B824,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.643,5.3762,2.2066,8.5853,0.0239
SAT276,B825,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.8599,6.7741,2.6881,11.7374,0.0585
SAT274,B826,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.9938,5.9088,2.2924,9.2552,0.0342
SAT273,B827,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.7895,7.3779,2.8053,11.0463,0.0644
RAW237,B828,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2946,6.5922,2.6352,9.8171,0.0397
SAT271,B829,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",3.2937,6.4144,2.5431,9.9773,0.0419
SAT279,B830,1,Jul-18,36,"USA: Union Co, Bucknell Ropes Course",2.993,5.337,2.2066,8.3483,0.03
RAW256,B831,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.7235,7.3995,2.7507,10.4834,0.0634
AAS214,B832,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0738,6.1089,2.3163,9.2589,0.0412
SAT323,B833,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1545,6.7232,2.6119,8.9725,0.0383
AAS233,B834,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0738,6.9915,2.3857,10.2045,0.0347
AAS216,B835,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.031,6.5474,2.2721,9.5506,0.0364
RAW255,B836,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1545,6.5145,2.5108,9.4621,0.0321
SAT312,B837,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.032,5.621,2.2667,9.0951,0.0333
AAS227,B838,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.4248,5.82,1.9402,7.3995,0.0199
AAS232,B839,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1545,6.1991,2.3874,9.9151,0.0417
AAS217,B840,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.6374,7.3157,2.704,11.324,0.0578
AAS221,B841,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1967,6.4268,2.4062,10.2999,0.0484
AAS222,B842,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.7481,5.7477,2.103,7.772,0.0288
RAW254,B843,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.233,6.547,2.2591,9.1591,0.038
AAS223,B844,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.2774,7.1587,2.4665,9.5782,0.0357
AAS237,B845,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.2353,6.8442,2.3936,9.9254,0.0462
AAS226,B846,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.8704,6.2248,2.1763,8.6421,0.0392
AAS230,B847,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.234,6.1089,2.3124,9.5866,0.0421
AAS225,B848,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1929,6.4277,2.3847,9.5022,0.0362
RAW252,B849,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.518,7.1535,2.7587,10.5787,0.0425
SAT308,B850,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.6452,7.0751,2.67,10.3741,0.044
AAS231,B851,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.3956,8.1239,2.6346,10.6593,0.05
AAS235,B852,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.031,6.5126,2.3443,9.7247,0.0402
AAS234,B853,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9108,6.1938,2.2664,9.7463,0.0279
SAT283,B854,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.3857,6.1029,2.1112,8.2039,0.0193
RAW250,B855,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.3506,5.6892,2.1154,8.3864,0.0228
SAT329,B856,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.336,7.4484,2.777,11.3788,0.0481
RAW251,B857,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0781,7.7144,2.2631,9.4597,0.0351
SAT295,B858,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.6693,8.4516,2.8181,11.1966,0.0534
SAT294,B859,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1929,6.1865,2.0709,9.2655,0.0324
SAT296,B860,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.8861,6.558,2.2689,9.6408,0.0325
SAT287,B861,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.2633,7.3641,2.5147,9.8286,0.0376
SAT288,B862,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1212,8.183,2.3783,10.0776,0.0334
SAT285,B863,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.7515,7.5442,2.6387,10.4026,0.0568
SAT330,B864,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0919,6.7208,2.5296,10.0551,0.0363
AAS224,B865,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.5563,5.8151,1.9857,8.5623,0.0277
SAT284,B866,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.155,7.1947,2.5679,9.9807,0.0378
SAT281,B867,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1754,6.4376,2.3925,10.1372,0.0376
SAT291,B868,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1356,6.8513,2.3513,10.0011,0.0311
AAS220,B869,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.093,7.2575,2.7212,10.2252,0.0479
SAT282,B870,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.4845,5.5446,2,7.8211,0.0173
SAT311,B871,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.5463,7.1587,2.8448,10.8517,0.0577
SAT310,B872,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.3106,6.8751,2.6001,9.7899,0.0422
SAT298,B873,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.112,7.3147,2.4739,9.6932,0.0317
RAW242,B874,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.3392,7.599,2.9033,10.5617,0.0502
SAT307,B875,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.2158,6.3499,2.3086,9.8583,0.0344
RAW246,B876,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.5475,7.0615,2.7626,10.7772,0.0418
SAT297,B877,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.5454,7.3382,2.7237,11.1335,0.0516
RAW241,B878,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0576,7.4247,2.4417,10.7535,0.0405
SAT289,B879,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.298,7.0984,2.5027,10.1688,0.0384
SAT290,B880,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.3807,7.2155,2.5722,10.1578,0.0391
SAT305,B881,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.2568,7.1339,2.4354,10.0041,0.0413
SAT303,B882,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9412,6.4483,2.2674,9.2888,0.0308
SAT302,B883,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.257,7.7091,2.3556,9.3672,0.0329
SAT313,B884,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0922,5.648,2.5161,9.5458,0.0338
AAS213,B885,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.7112,7.6338,2.6365,11.3104,0.0458
SAT301,B886,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9694,6.8083,2.1473,9.4535,0.0279
SAT309,B887,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1018,6.7671,2.4379,10.2733,0.0401
SAT299,B888,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.5456,6.8027,2.7771,11.262,0.0596
AAS228,B889,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.5573,5.3283,2.1437,8.0003,0.0222
SAT306,B890,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0919,7.6733,2.3531,9.3279,0.0314
SAT300,B891,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.257,8.0416,2.453,9.6888,0.0377
SAT327,B892,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9455,5.468,2.4735,9.7836,0.0352
SAT325,B893,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.8858,6.1431,2.15,9.952,0.0372
SAT326,B894,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1334,6.2662,2.4749,9.7132,0.0285
AAS215,B895,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.7517,7.1027,2.7731,10.9855,0.0419
SAT273,B896,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.2156,7.3455,2.6465,10.313,0.0412
SAT322,B897,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.5063,7.0525,2.7237,10.6786,0.0474
SAT321,B898,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.201,6.2033,2.5563,9.9218,0.0407
SAT320,B899,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1786,7.5122,2.542,9.7791,0.0355
SAT304,B900,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.4639,7.3794,2.8457,11.2846,0.0579
RAW423,B901,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1053,6.4945,2.5269,9.829,0.0355
RAW247,B902,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0941,6.3716,2.2958,9.2765,0.0329
RAW245,B903,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0534,6.6388,2.3191,9.8856,0.0336
AAS219,B904,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1754,5.8782,2.4868,9.3331,0.0331
SAT292,B905,0,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.3774,6.1432,2.6455,9.4504,0.0405
SAT332,B906,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0917,5.6988,2.2795,9.6631,0.0363
SAT331,B907,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1094,6.4131,2.5972,9.5646,0.0402
AAS229,B908,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.8084,8.4794,3.047,11.4602,0.0552
SAT286,B909,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9938,5.9473,2.3709,9.3741,0.0319
SAT328,B910,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9951,6.3638,2.4427,9.5376,0.0472
RAW244,B911,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.1131,7.4292,2.7136,11.3873,0.0398
AAS212,B912,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.5646,8.4471,2.5828,10.6925,0.0231
AAS236,B913,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.7021,6.554,2.1604,9.0371,0.0347
RAW253,B914,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",2.9278,6.0161,2.5448,9.4541,0.0351
SAT324,B915,1,Jul-20,38,"USA: Montour Co, Bucknell Natural Area",3.0547,6.2387,2.2515,9.6038,0.0407
AAS307,B916,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8464,6.4477,2.0857,8.6602,0.0326
AAS308,B917,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8505,5.5792,2.1998,8.8424,0.0348
RAW272,B918,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1512,5.701,2.2086,9.1821,0.0411
SAT402,B919,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8085,5.7721,2.4376,9.0369,0.0392
AAS302,B920,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8065,5.6505,2.2377,8.5757,0.0304
RAW268,B921,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.9581,6.2961,2.7304,10.1769,0.0447
SAT405,B922,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.4675,5.2338,1.9433,7.8524,0.0229
SSP100,B923,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.2613,6.6747,2.4722,10.5815,0.0434
SAT406,B924,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1283,6.9144,2.4661,10.3165,0.0459
AAS303,B925,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8831,6.2193,2.1778,9.0684,0.0299
AAS300,B926,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1117,6.8906,2.3524,10.4106,0.0424
RAW264,B927,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1477,6.5696,2.5831,9.5275,0.0343
SAT404,B928,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1703,7.2136,2.4696,10.5093,0.0362
SSP102,B929,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.621,6.0705,2.2008,8.4986,0.0241
